Age Group Bins,Age group1,MMWR week1,MMWR week2 (copy),Month,Outcome,Vaccine product,Week,Age adjusted IRR,Age adjusted unvax IR,Age adjusted vax IR,Continuity correction,Crude IRR,Crude unvax IR,Crude unvax IR (copy),Crude vax IR,Crude vax IR (copy),F19,F20,Fully vaccinated population,Unvaccinated population,Unvaccinated with outcome,Unvax Rate,Vaccinated with outcome,Vax Rate,Week no
80+,80+,202126,2021-26,01/06/2006,case,all_types,2021-26,,,,1,3.336208371,38.97159363,38.97159363,11.68140275,11.68140275,,,5881143,2204169.55,859,38.971593633,687,11.681402748,26
all_ages_adj,all_ages_adj,202126,2021-26,01/06/2006,case,all_types,2021-26,6.324445882,74.10644854,11.71746109,1,6.427466876,74.18450575,74.18450575,11.54179511,11.54179511,,,93261056,82275940.75,61036,74.184505754,10764,11.541795109,26
all_ages_adj,all_ages_adj,202126,2021-26,01/06/2006,case,Janssen,2021-26,3.363928743,74.10644854,22.02973196,1,3.310959303,74.18450575,74.18450575,22.40574376,22.40574376,,,7297236,82275940.75,61036,74.184505754,1635,22.405743764,26
all_ages_adj,all_ages_adj,202126,2021-26,01/06/2006,case,Moderna,2021-26,9.159542135,74.10644854,8.090628052,1,9.659616748,74.18450575,74.18450575,7.679860153,7.679860153,,,36602229,82275940.75,61036,74.184505754,2811,7.679860153,26
all_ages_adj,all_ages_adj,202126,2021-26,01/06/2006,case,Pfizer,2021-26,5.751198521,74.10644854,12.8853922,1,5.795165929,74.18450575,74.18450575,12.80110124,12.80110124,,,49253575,82275940.75,61036,74.184505754,6305,12.801101240,26
5-17,Dec-17,202127,2021-27,01/07/2007,case,all_types,2021-27,,,,0,13.35426322,78.05910403,78.05910403,5.845257261,5.845257261,,,3780843,11625806,9075,78.059104031,221,5.845257261,27
18-49,18-29,202127,2021-27,01/07/2007,case,all_types,2021-27,,,,0,5.50801447,131.6941462,131.6941462,23.90954979,23.90954979,,,13534341,20818693,27417,131.694146218,3236,23.909549789,27
18-49,30-49,202127,2021-27,01/07/2007,case,all_types,2021-27,,,,0,5.52523308,135.5068222,135.5068222,24.52508704,24.52508704,,,27005001,26197205,35499,135.506822197,6623,24.525087039,27
50-79,50-64,202127,2021-27,01/07/2007,case,all_types,2021-27,,,,0,5.629623333,99.93683577,99.93683577,17.75195779,17.75195779,,,24831064,14459133,14450,99.936835770,4408,17.751957790,27
50-79,65-79,202127,2021-27,01/07/2007,case,all_types,2021-27,,,,1,5.869929965,87.67254027,87.67254027,14.93587501,14.93587501,,,19945266,5938005.2,5206,87.672540267,2979,14.935875009,27
80+,80+,202127,2021-27,01/07/2007,case,all_types,2021-27,,,,1,3.123978284,51.85913279,51.85913279,16.60034996,16.60034996,,,5903490,2190549.55,1136,51.859132792,980,16.600349962,27
all_ages_adj,all_ages_adj,202127,2021-27,01/07/2007,case,all_types,2021-27,5.725816419,113.6237144,19.84410712,1,5.882380182,114.2234332,114.2234332,19.41789372,19.41789372,,,95000005,81229391.75,92783,114.223433170,18447,19.417893715,27
all_ages_adj,all_ages_adj,202127,2021-27,01/07/2007,case,Janssen,2021-27,3.594032364,113.6237144,31.61454958,1,3.279364855,114.2234332,114.2234332,34.83096216,34.83096216,,,7476107,81229391.75,92783,114.223433170,2604,34.830962157,27
all_ages_adj,all_ages_adj,202127,2021-27,01/07/2007,case,Moderna,2021-27,8.706960629,113.6237144,13.0497563,1,9.062383593,114.2234332,114.2234332,12.60412694,12.60412694,,,37091026,81229391.75,92783,114.223433170,4675,12.604126939,27
all_ages_adj,all_ages_adj,202127,2021-27,01/07/2007,case,Pfizer,2021-27,5.028680294,113.6237144,22.59513584,1,5.159832988,114.2234332,114.2234332,22.13704076,22.13704076,,,50322896,81229391.75,92783,114.223433170,11140,22.137040762,27
5-17,Dec-17,202128,2021-28,01/07/2007,case,all_types,2021-28,,,,0,10.7455709,128.968335,128.968335,12.00199936,12.00199936,,,4099317,11382639,14680,128.968335023,492,12.001999357,28
18-49,18-29,202128,2021-28,01/07/2007,case,all_types,2021-28,,,,0,5.231417686,217.4298772,217.4298772,41.56232408,41.56232408,,,13832239,20565251,44715,217.429877223,5749,41.562324075,28
18-49,30-49,202128,2021-28,01/07/2007,case,all_types,2021-28,,,,0,4.864882118,220.7496122,220.7496122,45.37614825,45.37614825,,,27428507,25841948,57046,220.749612220,12446,45.376148253,28
50-79,50-64,202128,2021-28,01/07/2007,case,all_types,2021-28,,,,0,4.965335241,160.9463088,160.9463088,32.41398636,32.41398636,,,25069425,14261899,22954,160.946308763,8126,32.413986360,28
50-79,65-79,202128,2021-28,01/07/2007,case,all_types,2021-28,,,,1,4.904315147,132.2592461,132.2592461,26.96793378,26.96793378,,,20023781,5871801.2,7766,132.259246107,5400,26.967933778,28
80+,80+,202128,2021-28,01/07/2007,case,all_types,2021-28,,,,1,2.658976202,80.38088129,80.38088129,30.23001155,30.23001155,,,5921268,2175890.55,1749,80.380881290,1790,30.230011545,28
all_ages_adj,all_ages_adj,202128,2021-28,01/07/2007,case,all_types,2021-28,5.094409297,184.1588449,36.14920479,1,5.269137284,185.9064444,185.9064444,35.28214097,35.28214097,,,96374537,80099428.75,148910,185.906444433,34003,35.282140966,28
all_ages_adj,all_ages_adj,202128,2021-28,01/07/2007,case,Janssen,2021-28,3.144913774,184.1588449,58.55767698,1,3.040986816,185.9064444,185.9064444,61.13359107,61.13359107,,,7619379,80099428.75,148910,185.906444433,4658,61.133591071,28
all_ages_adj,all_ages_adj,202128,2021-28,01/07/2007,case,Moderna,2021-28,7.56870439,184.1588449,24.33162077,1,7.743517932,185.9064444,185.9064444,24.00800851,24.00800851,,,37429177,80099428.75,148910,185.906444433,8986,24.008008512,28
all_ages_adj,all_ages_adj,202128,2021-28,01/07/2007,case,Pfizer,2021-28,4.533637442,184.1588449,40.62054968,1,4.687417376,185.9064444,185.9064444,39.66074056,39.66074056,,,51214374,80099428.75,148910,185.906444433,20312,39.660740557,28
5-17,Dec-17,202129,2021-29,01/07/2007,case,all_types,2021-29,,,,0,10.77362779,220.5259488,220.5259488,20.46905213,20.46905213,,,4343142,11100281,24479,220.525948848,889,20.469052129,29
18-49,18-29,202129,2021-29,01/07/2007,case,all_types,2021-29,,,,0,4.866794456,347.1952798,347.1952798,71.33962262,71.33962262,,,14081936,20272165,70384,347.195279833,10046,71.339622620,29
18-49,30-49,202129,2021-29,01/07/2007,case,all_types,2021-29,,,,0,4.748910987,365.6013167,365.6013167,76.98634859,76.98634859,,,27777652,25417031,92925,365.601316692,21385,76.986348594,29
50-79,50-64,202129,2021-29,01/07/2007,case,all_types,2021-29,,,,0,4.553147968,267.3009899,267.3009899,58.70685331,58.70685331,,,25264512,14016409,37466,267.300989861,14832,58.706853313,29
50-79,65-79,202129,2021-29,01/07/2007,case,all_types,2021-29,,,,1,4.498988871,219.900904,219.900904,48.87785017,48.87785017,,,20090900,5788971.2,12730,219.900903981,9820,48.877850171,29
80+,80+,202129,2021-29,01/07/2007,case,all_types,2021-29,,,,1,2.419743635,129.869134,129.869134,53.67061706,53.67061706,,,5936209,2158326.55,2803,129.869134029,3186,53.670617055,29
all_ages_adj,all_ages_adj,202129,2021-29,01/07/2007,case,all_types,2021-29,4.843815801,303.3241204,62.62090321,1,4.95508352,305.7489089,305.7489089,61.70408786,61.70408786,,,97494351,78753183.75,240787,305.748908850,60158,61.704087860,29
all_ages_adj,all_ages_adj,202129,2021-29,01/07/2007,case,Janssen,2021-29,3.271753105,303.3241204,92.7099664,1,3.072971296,305.7489089,305.7489089,99.49618118,99.49618118,,,7747031,78753183.75,240787,305.748908850,7708,99.496181182,29
all_ages_adj,all_ages_adj,202129,2021-29,01/07/2007,case,Moderna,2021-29,6.568915529,303.3241204,46.17567681,1,7.11512398,305.7489089,305.7489089,42.97169096,42.97169096,,,37701565,78753183.75,240787,305.748908850,16201,42.971690963,29
all_ages_adj,all_ages_adj,202129,2021-29,01/07/2007,case,Pfizer,2021-29,4.278661353,303.3241204,70.89229444,1,4.393196801,305.7489089,305.7489089,69.59599643,69.59599643,,,51932585,78753183.75,240787,305.748908850,36143,69.595996425,29
5-17,Dec-17,202130,2021-30,01/07/2007,case,all_types,2021-30,,,,0,9.889441648,335.576208,335.576208,33.93277598,33.93277598,,,4579643,10760298,36109,335.576208020,1554,33.932775983,30
18-49,18-29,202130,2021-30,01/07/2007,case,all_types,2021-30,,,,0,4.771292253,519.8757112,519.8757112,108.9591003,108.9591003,,,14341161,19893024,103419,519.875711204,15626,108.959100313,30
18-49,30-49,202130,2021-30,01/07/2007,case,all_types,2021-30,,,,0,4.758239702,541.7793092,541.7793092,113.8612897,113.8612897,,,28132476,24838527,134570,541.779309216,32032,113.861289707,30
50-79,50-64,202130,2021-30,01/07/2007,case,all_types,2021-30,,,,0,4.503501885,399.7498522,399.7498522,88.76422447,88.76422447,,,25460708,13686309,54711,399.749852206,22600,88.764224467,30
50-79,65-79,202130,2021-30,01/07/2007,case,all_types,2021-30,,,,1,4.255040835,333.4489543,333.4489543,78.36562968,78.36562968,,,20159348,5680629.6,18942,333.448954320,15798,78.365629682,30
80+,80+,202130,2021-30,01/07/2007,case,all_types,2021-30,,,,1,2.45139229,205.8585162,205.8585162,83.97616206,83.97616206,,,5951689,2136904.55,4399,205.858516236,4998,83.976162061,30
all_ages_adj,all_ages_adj,202130,2021-30,01/07/2007,case,all_types,2021-30,4.779620249,453.4926057,94.88046792,1,4.870795392,457.36325,457.36325,93.899089,93.899089,,,98625025,76995692.15,352150,457.363250030,92608,93.899088999,30
all_ages_adj,all_ages_adj,202130,2021-30,01/07/2007,case,Janssen,2021-30,3.420498616,453.4926057,132.5808476,1,3.171951404,457.36325,457.36325,144.1898667,144.1898667,,,7879888,76995692.15,352150,457.363250030,11362,144.189866658,30
all_ages_adj,all_ages_adj,202130,2021-30,01/07/2007,case,Moderna,2021-30,6.769514027,453.4926057,66.99042264,1,6.776576333,457.36325,457.36325,67.49178753,67.49178753,,,37969064,76995692.15,352150,457.363250030,25626,67.491787525,30
all_ages_adj,all_ages_adj,202130,2021-30,01/07/2007,case,Pfizer,2021-30,4.227315217,453.4926057,107.2767424,1,4.341363048,457.36325,457.36325,105.3501504,105.3501504,,,52661529,76995692.15,352150,457.363250030,55479,105.350150392,30
5-17,Dec-17,202131,2021-31,01/08/2008,case,all_types,2021-31,,,,0,9.117086664,428.2214073,428.2214073,46.96910572,46.96910572,,,4794641,10367534,44396,428.221407328,2252,46.969105716,31
18-49,18-29,202131,2021-31,01/08/2008,case,all_types,2021-31,,,,0,4.738321299,619.4588052,619.4588052,130.7338119,130.7338119,,,14578478,19454401,120512,619.458805234,19059,130.733811856,31
18-49,30-49,202131,2021-31,01/08/2008,case,all_types,2021-31,,,,0,4.641473453,663.419405,663.419405,142.932931,142.932931,,,28460901,24171135,160356,663.419405005,40680,142.932931041,31
50-79,50-64,202131,2021-31,01/08/2008,case,all_types,2021-31,,,,0,4.383751416,512.2259154,512.2259154,116.8464785,116.8464785,,,25649040,13321661,68237,512.225915372,29970,116.846478465,31
50-79,65-79,202131,2021-31,01/08/2008,case,all_types,2021-31,,,,1,4.195641932,435.1995965,435.1995965,103.7265819,103.7265819,,,20224324,5567100.75,24228,435.199596487,20978,103.726581912,31
80+,80+,202131,2021-31,01/08/2008,case,all_types,2021-31,,,,1,2.320108115,258.1280592,258.1280592,111.2569098,111.2569098,,,5966371,2113679.55,5456,258.128059194,6638,111.256909770,31
all_ages_adj,all_ages_adj,202131,2021-31,01/08/2008,case,all_types,2021-31,4.668319514,561.1710469,120.208363,1,4.703575953,564.2804385,564.2804385,119.9683909,119.9683909,,,99673755,74995511.3,423185,564.280438475,119577,119.968390877,31
all_ages_adj,all_ages_adj,202131,2021-31,01/08/2008,case,Janssen,2021-31,3.481316898,561.1710469,161.1950487,1,3.209539068,564.2804385,564.2804385,175.8135441,175.8135441,,,7995971,74995511.3,423185,564.280438475,14058,175.813544096,31
all_ages_adj,all_ages_adj,202131,2021-31,01/08/2008,case,Moderna,2021-31,6.2938772,561.1710469,89.16142293,1,6.38389843,564.2804385,564.2804385,88.3911993,88.3911993,,,38208555,74995511.3,423185,564.280438475,33773,88.391199301,31
all_ages_adj,all_ages_adj,202131,2021-31,01/08/2008,case,Pfizer,2021-31,4.137594551,561.1710469,135.6273651,1,4.206486718,564.2804385,564.2804385,134.1453037,134.1453037,,,53353340,74995511.3,423185,564.280438475,71571,134.145303743,31
5-17,Dec-17,202132,2021-32,01/08/2008,case,all_types,2021-32,,,,0,10.09328127,562.6312951,562.6312951,55.74315034,55.74315034,,,4981778,9977049,56134,562.631295085,2777,55.743150337,32
18-49,18-29,202132,2021-32,01/08/2008,case,all_types,2021-32,,,,0,5.039658678,665.7325875,665.7325875,132.0987452,132.0987452,,,14801049,19014091,126583,665.732587479,19552,132.098745163,32
18-49,30-49,202132,2021-32,01/08/2008,case,all_types,2021-32,,,,0,4.720188374,741.5685187,741.5685187,157.1057043,157.1057043,,,28771075,23497087,174247,741.568518685,45201,157.105704253,32
50-79,50-64,202132,2021-32,01/08/2008,case,all_types,2021-32,,,,0,4.492577755,589.9297248,589.9297248,131.312079,131.312079,,,25829307,12970867,76519,589.929724821,33917,131.312078950,32
50-79,65-79,202132,2021-32,01/08/2008,case,all_types,2021-32,,,,1,4.310724407,509.7194689,509.7194689,118.2445039,118.2445039,,,20286778,5460650.75,27834,509.719468875,23988,118.244503883,32
80+,80+,202132,2021-32,01/08/2008,case,all_types,2021-32,,,,1,2.387586179,309.1553672,309.1553672,129.4844852,129.4844852,,,5979867,2091181.55,6465,309.155367213,7743,129.484485190,32
all_ages_adj,all_ages_adj,202132,2021-32,01/08/2008,case,all_types,2021-32,4.84362701,637.4180115,131.5993181,1,4.842128479,640.7013631,640.7013631,132.3181254,132.3181254,,,100649854,73010926.3,467782,640.701363078,133178,132.318125370,32
all_ages_adj,all_ages_adj,202132,2021-32,01/08/2008,case,Janssen,2021-32,3.705808004,637.4180115,172.0051365,1,3.41144941,640.7013631,640.7013631,187.8091351,187.8091351,,,8123673,73010926.3,467782,640.701363078,15257,187.809135104,32
all_ages_adj,all_ages_adj,202132,2021-32,01/08/2008,case,Moderna,2021-32,6.605349914,637.4180115,96.50026415,1,6.417675346,640.7013631,640.7013631,99.83386951,99.83386951,,,38437857,73010926.3,467782,640.701363078,38374,99.833869510,32
all_ages_adj,all_ages_adj,202132,2021-32,01/08/2008,case,Pfizer,2021-32,4.308166661,637.4180115,147.9557458,1,4.357454803,640.7013631,640.7013631,147.0356876,147.0356876,,,53971251,73010926.3,467782,640.701363078,79357,147.035687574,32
5-17,Dec-17,202133,2021-33,01/08/2008,case,all_types,2021-33,,,,0,11.3529335,784.1291278,784.1291278,69.06841545,69.06841545,,,5196297,9651089,75677,784.129127811,3589,69.068415450,33
18-49,18-29,202133,2021-33,01/08/2008,case,all_types,2021-33,,,,0,5.040387999,668.2333973,668.2333973,132.5757853,132.5757853,,,15024614,18592007,124238,668.233397287,19919,132.575785308,33
18-49,30-49,202133,2021-33,01/08/2008,case,all_types,2021-33,,,,0,4.715154207,765.3332356,765.3332356,162.3135113,162.3135113,,,29085071,22863374,174981,765.333235593,47209,162.313511286,33
50-79,50-64,202133,2021-33,01/08/2008,case,all_types,2021-33,,,,0,4.505587433,614.8649696,614.8649696,136.4672152,136.4672152,,,26013574,12649444,77777,614.864969559,35500,136.467215155,33
50-79,65-79,202133,2021-33,01/08/2008,case,all_types,2021-33,,,,1,4.390658012,551.5587877,551.5587877,125.6209858,125.6209858,,,20350103,5349565.75,29506,551.558787739,25564,125.620985800,33
80+,80+,202133,2021-33,01/08/2008,case,all_types,2021-33,,,,1,2.461241978,339.6446641,339.6446641,137.9972661,137.9972661,,,5993597,2066571.55,7019,339.644664130,8271,137.997266082,33
all_ages_adj,all_ages_adj,202133,2021-33,01/08/2008,case,all_types,2021-33,4.960627799,680.1138294,137.1023703,1,4.989418,687.3456519,687.3456519,137.7606871,137.7606871,,,101663256,71172051.3,489198,687.345651930,140052,137.760687106,33
all_ages_adj,all_ages_adj,202133,2021-33,01/08/2008,case,Janssen,2021-33,3.683266209,680.1138294,184.6496535,1,3.551407384,687.3456519,687.3456519,193.5417646,193.5417646,,,8251449,71172051.3,489198,687.345651930,15970,193.541764604,33
all_ages_adj,all_ages_adj,202133,2021-33,01/08/2008,case,Moderna,2021-33,6.389387326,680.1138294,106.444295,1,6.414414751,687.3456519,687.3456519,107.1564092,107.1564092,,,38647245,71172051.3,489198,687.345651930,41413,107.156409208,33
all_ages_adj,all_ages_adj,202133,2021-33,01/08/2008,case,Pfizer,2021-33,4.48111623,680.1138294,151.773307,1,4.554260248,687.3456519,687.3456519,150.9236659,150.9236659,,,54646168,71172051.3,489198,687.345651930,82474,150.923665864,33
5-17,Dec-17,202134,2021-34,01/08/2008,case,all_types,2021-34,,,,0,11.34270295,960.518171,960.518171,84.68159446,84.68159446,,,5455731,9355367,89860,960.518171013,4620,84.681594455,34
18-49,18-29,202134,2021-34,01/08/2008,case,all_types,2021-34,,,,0,4.798965181,662.0422405,662.0422405,137.9552082,137.9552082,,,15274523,18180562,120363,662.042240498,21072,137.955208159,34
18-49,30-49,202134,2021-34,01/08/2008,case,all_types,2021-34,,,,0,4.693838591,774.9393341,774.9393341,165.0971415,165.0971415,,,29452963,22247677,172406,774.939334116,48626,165.097141500,34
50-79,50-64,202134,2021-34,01/08/2008,case,all_types,2021-34,,,,0,4.450203432,608.7321561,608.7321561,136.7874897,136.7874897,,,26231200,12336953,75099,608.732156149,35881,136.787489707,34
50-79,65-79,202134,2021-34,01/08/2008,case,all_types,2021-34,,,,1,4.374689399,550.2521209,550.2521209,125.7808431,125.7808431,,,20426799,5238507.75,28825,550.252120940,25693,125.780843097,34
80+,80+,202134,2021-34,01/08/2008,case,all_types,2021-34,,,,1,2.415727402,329.6216324,329.6216324,136.4481904,136.4481904,,,6009607,2041431.55,6729,329.621632427,8200,136.448190373,34
all_ages_adj,all_ages_adj,202134,2021-34,01/08/2008,case,all_types,2021-34,4.965145,699.1158309,140.8047158,1,5.073417251,710.7758764,710.7758764,140.0980525,140.0980525,,,102850823,69400498.3,493282,710.775876374,144092,140.098052497,34
all_ages_adj,all_ages_adj,202134,2021-34,01/08/2008,case,Janssen,2021-34,3.741109655,699.1158309,186.8739212,1,3.686918457,710.7758764,710.7758764,192.7831832,192.7831832,,,8376768,69400498.3,493282,710.775876374,16149,192.783183204,34
all_ages_adj,all_ages_adj,202134,2021-34,01/08/2008,case,Moderna,2021-34,6.243304907,699.1158309,111.978486,1,6.379074774,710.7758764,710.7758764,111.4230357,111.4230357,,,38881547,69400498.3,493282,710.775876374,43323,111.423035714,34
all_ages_adj,all_ages_adj,202134,2021-34,01/08/2008,case,Pfizer,2021-34,4.544092167,699.1158309,153.8515957,1,4.671622534,710.7758764,710.7758764,152.14754,152.14754,,,55472471,69400498.3,493282,710.775876374,84400,152.147539993,34
5-17,Dec-17,202135,2021-35,,case,all_types,2021-35,,,,0,10.78900806,904.8488886,904.8488886,83.86766268,83.86766268,,,5772189,9078864,82150,904.848888583,4841,83.867662684,35
18-49,18-29,202135,2021-35,,case,all_types,2021-35,,,,0,4.549240252,616.5164558,616.5164558,135.5207511,135.5207511,,,15585805,17771464,109564,616.516455819,21122,135.520751094,35
18-49,30-49,202135,2021-35,,case,all_types,2021-35,,,,0,4.805566381,738.4463335,738.4463335,153.6647868,153.6647868,,,29952861,21640706,159805,738.446333498,46027,153.664786813,35
50-79,50-64,202135,2021-35,,case,all_types,2021-35,,,,0,4.529517804,579.3756162,579.3756162,127.9111025,127.9111025,,,26534835,12016039,69618,579.375616208,33941,127.911102519,35
50-79,65-79,202135,2021-35,,case,all_types,2021-35,,,,1,4.48178158,536.434116,536.434116,119.6921596,119.6921596,,,20558573,5100346.75,27360,536.434115975,24607,119.692159568,35
80+,80+,202135,2021-35,,case,all_types,2021-35,,,,1,2.487377867,326.4508438,326.4508438,131.242964,131.242964,,,6037657,2010103.55,6562,326.450843789,7924,131.242963951,35
all_ages_adj,all_ages_adj,202135,2021-35,,case,all_types,2021-35,4.973225423,664.0662437,133.5282814,1,5.076363296,672.9897485,672.9897485,132.5732043,132.5732043,,,104441920,67617523.3,455059,672.989748502,138462,132.573204323,35
all_ages_adj,all_ages_adj,202135,2021-35,,case,Janssen,2021-35,3.709866781,664.0662437,179.0000243,1,3.781067609,672.9897485,672.9897485,177.9893454,177.9893454,,,8496576,67617523.3,455059,672.989748502,15123,177.989345355,35
all_ages_adj,all_ages_adj,202135,2021-35,,case,Moderna,2021-35,6.009952399,664.0662437,110.4944265,1,6.309863072,672.9897485,672.9897485,106.6567912,106.6567912,,,39219256,67617523.3,455059,672.989748502,41830,106.656791246,35
all_ages_adj,all_ages_adj,202135,2021-35,,case,Pfizer,2021-35,4.566802511,664.0662437,145.4116402,1,4.686127379,672.9897485,672.9897485,143.6132,143.6132,,,56603432,67617523.3,455059,672.989748502,81290,143.613199991,35
5-17,Dec-17,202136,2021-36,,case,all_types,2021-36,,,,0,10.50788263,712.9701616,712.9701616,67.85098263,67.85098263,,,6138452,8854508,63130,712.970161640,4165,67.850982626,36
18-49,18-29,202136,2021-36,,case,all_types,2021-36,,,,0,4.573062152,555.1005118,555.1005118,121.3848606,121.3848606,,,15952566,17436662,96791,555.100511784,19364,121.384860592,36
18-49,30-49,202136,2021-36,,case,all_types,2021-36,,,,0,4.800765202,664.6222764,664.6222764,138.4409044,138.4409044,,,30558165,21147952,140554,664.622276427,42305,138.440904419,36
50-79,50-64,202136,2021-36,,case,all_types,2021-36,,,,0,4.536066676,532.1324011,532.1324011,117.3114152,117.3114152,,,26887409,11760419,62581,532.132401065,31542,117.311415168,36
50-79,65-79,202136,2021-36,,case,all_types,2021-36,,,,1,4.519322669,491.7038638,491.7038638,108.8003446,108.8003446,,,20707655,4985317.75,24513,491.703863811,22530,108.800344607,36
80+,80+,202136,2021-36,,case,all_types,2021-36,,,,1,2.596081364,310.828191,310.828191,119.7297571,119.7297571,,,6069502,1983732.55,6166,310.828191028,7267,119.729757071,36
all_ages_adj,all_ages_adj,202136,2021-36,,case,all_types,2021-36,4.927275946,590.8085673,119.9057195,1,4.974468097,595.0481826,595.0481826,119.6204641,119.6204641,,,106313749,66168591.3,393735,595.048182626,127173,119.620464141,36
all_ages_adj,all_ages_adj,202136,2021-36,,case,Janssen,2021-36,3.874145981,590.8085673,152.5003369,1,3.704673644,595.0481826,595.0481826,160.6209453,160.6209453,,,8605976,66168591.3,393735,595.048182626,13823,160.620945259,36
all_ages_adj,all_ages_adj,202136,2021-36,,case,Moderna,2021-36,6.161241658,590.8085673,95.89115314,1,6.107158244,595.0481826,595.0481826,97.43454466,97.43454466,,,39667656,66168591.3,393735,595.048182626,38650,97.434544658,36
all_ages_adj,all_ages_adj,202136,2021-36,,case,Pfizer,2021-36,4.5326601,590.8085673,130.3447764,1,4.627820054,595.0481826,595.0481826,128.5806656,128.5806656,,,57914617,66168591.3,393735,595.048182626,74467,128.580665568,36
5-17,Dec-17,202137,2021-37,,case,all_types,2021-37,,,,0,9.803342387,601.8153861,601.8153861,61.38879602,61.38879602,,,6514218,8631883,51948,601.815386052,3999,61.388796015,37
18-49,18-29,202137,2021-37,,case,all_types,2021-37,,,,0,4.531637531,481.5852128,481.5852128,106.2717857,106.2717857,,,16339238,17076521,82238,481.585212819,17364,106.271785747,37
18-49,30-49,202137,2021-37,,case,all_types,2021-37,,,,0,4.61842647,578.6587375,578.6587375,125.2934828,125.2934828,,,31194759,20614741,119289,578.658737454,39085,125.293482793,37
50-79,50-64,202137,2021-37,,case,all_types,2021-37,,,,0,4.420901529,475.2959311,475.2959311,107.5110875,107.5110875,,,27245562,11493471,54628,475.295931055,29292,107.511087494,37
50-79,65-79,202137,2021-37,,case,all_types,2021-37,,,,1,4.465092877,460.05697,460.05697,103.0341323,103.0341323,,,20857166,4868092.75,22396,460.056969950,21490,103.034132250,37
80+,80+,202137,2021-37,,case,all_types,2021-37,,,,1,2.496187422,284.4339204,284.4339204,113.9473414,113.9473414,,,6102819,1955814.55,5563,284.433920384,6954,113.947341384,37
all_ages_adj,all_ages_adj,202137,2021-37,,case,all_types,2021-37,4.764620966,518.4098656,108.8040097,1,4.762103794,519.8936872,519.8936872,109.1731112,109.1731112,,,108253762,64640523.3,336062,519.893687185,118184,109.173111231,37
all_ages_adj,all_ages_adj,202137,2021-37,,case,Janssen,2021-37,3.835596266,518.4098656,135.1575686,1,3.571004837,519.8936872,519.8936872,145.5875057,145.5875057,,,8701983,64640523.3,336062,519.893687185,12669,145.587505744,37
all_ages_adj,all_ages_adj,202137,2021-37,,case,Moderna,2021-37,5.791044898,518.4098656,89.51922749,1,5.762673932,519.8936872,519.8936872,90.21743956,90.21743956,,,40187352,64640523.3,336062,519.893687185,36256,90.217439557,37
all_ages_adj,all_ages_adj,202137,2021-37,,case,Pfizer,2021-37,4.400491265,518.4098656,117.8072707,1,4.460185313,519.8936872,519.8936872,116.5632481,116.5632481,,,59235652,64640523.3,336062,519.893687185,69047,116.563248093,37
5-17,Dec-17,202138,2021-38,,case,all_types,2021-38,,,,0,9.508108811,506.9362763,506.9362763,53.31620476,53.31620476,,,6806561,8461024,42892,506.936276271,3629,53.316204762,38
18-49,18-29,202138,2021-38,,case,all_types,2021-38,,,,0,4.707203441,393.7278238,393.7278238,83.64368116,83.64368116,,,16674302,16775294,66049,393.727823787,13947,83.643681157,38
18-49,30-49,202138,2021-38,,case,all_types,2021-38,,,,0,4.41217184,484.7677254,484.7677254,109.8705452,109.8705452,,,31734620,20172135,97788,484.767725380,34867,109.870545165,38
50-79,50-64,202138,2021-38,,case,all_types,2021-38,,,,0,4.210201603,396.5751177,396.5751177,94.19385463,94.19385463,,,27534705,11276300,44719,396.575117725,25936,94.193854628,38
50-79,65-79,202138,2021-38,,case,all_types,2021-38,,,,1,4.350006683,393.6513654,393.6513654,90.49442774,90.49442774,,,20971457,4769702.75,18776,393.651365381,18978,90.494427736,38
80+,80+,202138,2021-38,,case,all_types,2021-38,,,,1,2.432648358,246.3767564,246.3767564,101.2792316,101.2792316,,,6128601,1931594.55,4759,246.376756447,6207,101.279231590,38
all_ages_adj,all_ages_adj,202138,2021-38,,case,all_types,2021-38,4.634799985,433.6650795,93.56716167,1,4.601552407,433.8225819,433.8225819,94.27744022,94.27744022,,,109850246,63386050.3,274983,433.822581938,103564,94.277440216,38
all_ages_adj,all_ages_adj,202138,2021-38,,case,Janssen,2021-38,3.685105525,433.6650795,117.6805051,1,3.468289345,433.8225819,433.8225819,125.0825807,125.0825807,,,8770206,63386050.3,274983,433.822581938,10970,125.082580728,38
all_ages_adj,all_ages_adj,202138,2021-38,,case,Moderna,2021-38,5.775892342,433.6650795,75.08191874,1,5.555631559,433.8225819,433.8225819,78.08699647,78.08699647,,,40662340,63386050.3,274983,433.822581938,31752,78.086996469,38
all_ages_adj,all_ages_adj,202138,2021-38,,case,Pfizer,2021-38,4.273832938,433.6650795,101.4698248,1,4.309502801,433.8225819,433.8225819,100.6665042,100.6665042,,,60286190,63386050.3,274983,433.822581938,60688,100.666504219,38
5-17,Dec-17,202139,2021-39,,case,all_types,2021-39,,,,0,8.882355494,428.986094,428.986094,48.29643378,48.29643378,,,7072986,8319617,35690,428.986093951,3416,48.296433783,39
18-49,18-29,202139,2021-39,,case,all_types,2021-39,,,,0,4.40996516,336.5905498,336.5905498,76.3249907,76.3249907,,,17052082,16505811,55557,336.590549837,13015,76.324990696,39
18-49,30-49,202139,2021-39,,case,all_types,2021-39,,,,0,4.068700943,427.4759579,427.4759579,105.0644822,105.0644822,,,32337284,19762281,84479,427.475957861,33975,105.064482224,39
