State,State2,SubmissionDate,NewCasesAdj,SevenDayAvgAdj
NJ,New Jersey,2021-10-22,1706,1233.29
NJ,New Jersey,2021-10-23,1140,1188.71
NJ,New Jersey,2021-10-24,787,1173.14
NJ,New Jersey,2021-10-25,943,1198.29
NJ,New Jersey,2021-10-26,1473,1231.86
NJ,New Jersey,2021-10-27,1289,1258
NJ,New Jersey,2021-10-28,1965,1329
NJ,New Jersey,2021-10-29,1306,1271.86
NJ,New Jersey,2021-10-30,1230,1284.71
NJ,New Jersey,2021-10-31,1215,1345.86
NJ,New Jersey,2021-11-01,821,1328.43
NJ,New Jersey,2021-11-02,1215,1291.57
NJ,New Jersey,2021-11-03,1298,1292.86
NJ,New Jersey,2021-11-04,1504,1227
NJ,New Jersey,2021-11-05,1385,1238.29
NJ,New Jersey,2021-11-06,1403,1263
NJ,New Jersey,2021-11-07,926,1221.71
NJ,New Jersey,2021-11-08,852,1226.14
NJ,New Jersey,2021-11-09,1764,1304.57
NJ,New Jersey,2021-11-10,1338,1310.29
NJ,New Jersey,2021-11-11,1823,1355.86
NJ,New Jersey,2021-11-12,1821,1418.14
NJ,New Jersey,2021-11-13,1638,1451.71
NJ,New Jersey,2021-11-14,1701,1562.43
NJ,New Jersey,2021-11-15,1362,1635.29
NJ,New Jersey,2021-11-16,1739,1631.71
NJ,New Jersey,2021-11-17,1948,1718.86
NJ,New Jersey,2021-11-18,2473,1811.71
NJ,New Jersey,2021-11-19,2239,1871.43
NJ,New Jersey,2021-11-20,2199,1951.57
NJ,New Jersey,2021-11-21,1602,1937.43
NJ,New Jersey,2021-11-22,1543,1963.29
NJ,New Jersey,2021-11-23,2640,2092
NJ,New Jersey,2021-11-24,2208,2129.14
NJ,New Jersey,2021-11-25,2851,2183.14
NJ,New Jersey,2021-11-26,2144,2169.57
NJ,New Jersey,2021-11-27,1990,2139.71
NJ,New Jersey,2021-11-28,1869,2177.86
NJ,New Jersey,2021-11-29,2241,2277.57
NJ,New Jersey,2021-11-30,3251,2364.86
NJ,New Jersey,2021-12-01,3188,2504.86
NJ,New Jersey,2021-12-02,4462,2735
NJ,New Jersey,2021-12-03,4463,3066.29
NJ,New Jersey,2021-12-04,4414,3412.57
NJ,New Jersey,2021-12-05,3496,3645
NJ,New Jersey,2021-12-06,2989,3751.86
NJ,New Jersey,2021-12-07,3950,3851.71
NJ,New Jersey,2021-12-08,4258,4004.57
NJ,New Jersey,2021-12-09,5617,4169.57
NJ,New Jersey,2021-12-10,5463,4312.43
NJ,New Jersey,2021-12-11,4596,4338.43
NJ,New Jersey,2021-12-12,3842,4387.86
NJ,New Jersey,2021-12-13,3279,4429.29
NJ,New Jersey,2021-12-14,4397,4493.14
NJ,New Jersey,2021-12-15,4989,4597.57
NJ,New Jersey,2021-12-16,7223,4827
NJ,New Jersey,2021-12-17,7397,5103.29
NJ,New Jersey,2021-12-18,7644,5538.71
NJ,New Jersey,2021-12-19,7345,6039.14
NJ,New Jersey,2021-12-20,7095,6584.29
NJ,New Jersey,2021-12-21,8494,7169.57
NJ,New Jersey,2021-12-22,11906,8157.71
NJ,New Jersey,2021-12-23,18122,9714.71
NJ,New Jersey,2021-12-24,18941,11363.86
NJ,New Jersey,2021-12-25,19481,13054.86
NJ,New Jersey,2021-12-26,14159,14028.29
NJ,New Jersey,2021-12-27,9732,14405
NJ,New Jersey,2021-12-28,15234,15367.86
NJ,New Jersey,2021-12-29,26473,17448.86
NJ,New Jersey,2021-12-30,35175,19885
NJ,New Jersey,2021-12-31,33724,21996.86
NJ,New Jersey,2022-01-01,32391,23841.14
NJ,New Jersey,2022-01-02,26452,25597.29
NJ,New Jersey,2022-01-03,21743,27313.14
NJ,New Jersey,2022-01-04,29614,29367.43
NJ,New Jersey,2022-01-05,37285,30912
NJ,New Jersey,2022-01-06,32264,30496.14
NJ,New Jersey,2022-01-07,38461,31172.86
NJ,New Jersey,2022-01-08,32700,31217
NJ,New Jersey,2022-01-09,28514,31511.57
NJ,New Jersey,2022-01-10,23060,31699.71
NJ,New Jersey,2022-01-11,25405,31098.43
NJ,New Jersey,2022-01-12,23275,29097
NJ,New Jersey,2022-01-13,23672,27869.57
NJ,New Jersey,2022-01-14,23109,25676.43
NJ,New Jersey,2022-01-15,16859,23413.43
NJ,New Jersey,2022-01-16,15445,21546.43
NJ,New Jersey,2022-01-17,9078,19549
NJ,New Jersey,2022-01-18,11122,17508.57
NJ,New Jersey,2022-01-19,10914,15742.71
NJ,New Jersey,2022-01-20,12074,14085.86
NJ,New Jersey,2022-01-21,11883,12482.14
NJ,New Jersey,2022-01-22,8924,11348.57
NJ,New Jersey,2022-01-23,9195,10455.71
NJ,New Jersey,2022-01-24,4844,9850.86
NJ,New Jersey,2022-01-25,5722,9079.43
NJ,New Jersey,2022-01-26,7127,8538.43
NJ,New Jersey,2022-01-27,6724,7774.14
NJ,New Jersey,2022-01-28,10118,7522
NJ,New Jersey,2022-01-29,5379,7015.57
NJ,New Jersey,2022-01-30,2177,6013
NJ,New Jersey,2022-01-31,2073,5617.14
NJ,New Jersey,2022-02-01,3449,5292.43
NJ,New Jersey,2022-02-02,3993,4844.71
NJ,New Jersey,2022-02-03,3909,4442.57
NJ,New Jersey,2022-02-04,3023,3429
NJ,New Jersey,2022-02-05,2961,3083.57
NJ,New Jersey,2022-02-06,1824,3033.14
NJ,New Jersey,2022-02-07,1139,2899.71
NJ,New Jersey,2022-02-08,1904,2679
NJ,New Jersey,2022-02-09,2329,2441.29
NJ,New Jersey,2022-02-10,3192,2338.86
NJ,New Jersey,2022-02-11,2578,2275.29
NJ,New Jersey,2022-02-12,1893,2122.71
NJ,New Jersey,2022-02-13,1161,2028
NJ,New Jersey,2022-02-14,1074,2018.71
NJ,New Jersey,2022-02-15,1572,1971.29
NJ,New Jersey,2022-02-16,2494,1994.86
NJ,New Jersey,2022-02-17,2742,1930.57
NJ,New Jersey,2022-02-18,2307,1891.86
NJ,New Jersey,2022-02-19,0,1621.43
NJ,New Jersey,2022-02-20,2900,1869.86
NJ,New Jersey,2022-02-21,520,1790.71
NJ,New Jersey,2022-02-22,1203,1738
NJ,New Jersey,2022-02-23,1167,1548.43
NJ,New Jersey,2022-02-24,299,1199.43
NJ,New Jersey,2022-02-25,2879,1281.14
NJ,New Jersey,2022-02-26,1116,1440.57
NJ,New Jersey,2022-02-27,1274,1208.29
NJ,New Jersey,2022-02-28,757,1242.14
NJ,New Jersey,2022-03-01,1116,1229.71
NJ,New Jersey,2022-03-02,1430,1267.29
NJ,New Jersey,2022-03-03,1278,1407.14
NJ,New Jersey,2022-03-04,1432,1200.43
NJ,New Jersey,2022-03-05,1042,1189.86
NJ,New Jersey,2022-03-06,660,1102.14
NJ,New Jersey,2022-03-07,966,1132
NJ,New Jersey,2022-03-08,1194,1143.14
NJ,New Jersey,2022-03-09,965,1076.71
NJ,New Jersey,2022-03-10,1378,1091
NJ,New Jersey,2022-03-11,1240,1063.57
NJ,New Jersey,2022-03-12,714,1016.71
NJ,New Jersey,2022-03-13,468,989.29
NJ,New Jersey,2022-03-14,430,912.71
NJ,New Jersey,2022-03-15,729,846.29
NJ,New Jersey,2022-03-16,1683,948.86
NJ,New Jersey,2022-03-17,1083,906.71
NJ,New Jersey,2022-03-18,1523,947.14
NJ,New Jersey,2022-03-19,869,969.29
NJ,New Jersey,2022-03-20,513,975.71
NJ,New Jersey,2022-03-21,552,993.14
NJ,New Jersey,2022-03-22,859,1011.71
NJ,New Jersey,2022-03-23,1104,929
NJ,New Jersey,2022-03-24,1551,995.86
NJ,New Jersey,2022-03-25,1176,946.29
NJ,New Jersey,2022-03-26,909,952
NJ,New Jersey,2022-03-27,941,1013.14
NJ,New Jersey,2022-03-28,643,1026.14
NJ,New Jersey,2022-03-29,1007,1047.29
NJ,New Jersey,2022-03-30,1369,1085.14
NJ,New Jersey,2022-03-31,1468,1073.29
NJ,New Jersey,2022-04-01,1517,1122
NJ,New Jersey,2022-04-02,1493,1205.43
NJ,New Jersey,2022-04-03,0,1071
NJ,New Jersey,2022-04-04,1828,1240.29
NJ,New Jersey,2022-04-05,1610,1326.43
NJ,New Jersey,2022-04-06,1863,1397
NJ,New Jersey,2022-04-07,2109,1488.57
NJ,New Jersey,2022-04-08,2018,1560.14
NJ,New Jersey,2022-04-09,1629,1579.57
NJ,New Jersey,2022-04-10,1811,1838.29
NJ,New Jersey,2022-04-11,1119,1737
NJ,New Jersey,2022-04-12,1982,1790.14
NM,New Mexico,2020-01-22,0,0
NM,New Mexico,2020-01-23,0,0
NM,New Mexico,2020-01-24,0,0
NM,New Mexico,2020-01-25,0,0
NM,New Mexico,2020-01-26,0,0
NM,New Mexico,2020-01-27,0,0
NM,New Mexico,2020-01-28,0,0
NM,New Mexico,2020-01-29,0,0
NM,New Mexico,2020-01-30,0,0
NM,New Mexico,2020-01-31,0,0
NM,New Mexico,2020-02-01,0,0
NM,New Mexico,2020-02-02,0,0
NM,New Mexico,2020-02-03,0,0
NM,New Mexico,2020-02-04,0,0
NM,New Mexico,2020-02-05,0,0
NM,New Mexico,2020-02-06,0,0
NM,New Mexico,2020-02-07,0,0
NM,New Mexico,2020-02-08,0,0
NM,New Mexico,2020-02-09,0,0
NM,New Mexico,2020-02-10,0,0
NM,New Mexico,2020-02-11,0,0
NM,New Mexico,2020-02-12,0,0
NM,New Mexico,2020-02-13,0,0
NM,New Mexico,2020-02-14,0,0
NM,New Mexico,2020-02-15,0,0
NM,New Mexico,2020-02-16,0,0
NM,New Mexico,2020-02-17,0,0
NM,New Mexico,2020-02-18,0,0
NM,New Mexico,2020-02-19,0,0
NM,New Mexico,2020-02-20,0,0
NM,New Mexico,2020-02-21,0,0
NM,New Mexico,2020-02-22,0,0
NM,New Mexico,2020-02-23,0,0
NM,New Mexico,2020-02-24,0,0
NM,New Mexico,2020-02-25,0,0
NM,New Mexico,2020-02-26,0,0
NM,New Mexico,2020-02-27,0,0
NM,New Mexico,2020-02-28,0,0
NM,New Mexico,2020-02-29,0,0
NM,New Mexico,2020-03-01,0,0
NM,New Mexico,2020-03-02,0,0
NM,New Mexico,2020-03-03,0,0
NM,New Mexico,2020-03-04,0,0
NM,New Mexico,2020-03-05,0,0
NM,New Mexico,2020-03-06,0,0
NM,New Mexico,2020-03-07,0,0
NM,New Mexico,2020-03-08,0,0
NM,New Mexico,2020-03-09,0,0
NM,New Mexico,2020-03-10,0,0
NM,New Mexico,2020-03-11,3,0
NM,New Mexico,2020-03-12,2,0
NM,New Mexico,2020-03-13,0,0
NM,New Mexico,2020-03-14,2,0
NM,New Mexico,2020-03-15,10,0
NM,New Mexico,2020-03-16,4,0
NM,New Mexico,2020-03-17,2,3.29
NM,New Mexico,2020-03-18,5,3.57
NM,New Mexico,2020-03-19,7,4.29
NM,New Mexico,2020-03-20,8,5.43
NM,New Mexico,2020-03-21,14,7.14
NM,New Mexico,2020-03-22,8,6.86
NM,New Mexico,2020-03-23,18,8.86
NM,New Mexico,2020-03-24,17,11
NM,New Mexico,2020-03-25,12,12
NM,New Mexico,2020-03-26,24,14.43
NM,New Mexico,2020-03-27,55,21.14
NM,New Mexico,2020-03-28,17,21.57
NM,New Mexico,2020-03-29,29,24.57
NM,New Mexico,2020-03-30,44,28.29
NM,New Mexico,2020-03-31,34,30.71
NM,New Mexico,2020-04-01,48,35.86
NM,New Mexico,2020-04-02,40,38.14
NM,New Mexico,2020-04-03,92,43.43
NM,New Mexico,2020-04-04,48,47.86
NM,New Mexico,2020-04-05,81,55.29
NM,New Mexico,2020-04-06,62,57.86
NM,New Mexico,2020-04-07,108,68.43
NM,New Mexico,2020-04-08,71,71.71
NM,New Mexico,2020-04-09,124,83.71
NM,New Mexico,2020-04-10,102,85.14
NM,New Mexico,2020-04-11,83,90.14
NM,New Mexico,2020-04-12,71,88.71
NM,New Mexico,2020-04-13,100,94.14
NM,New Mexico,2020-04-14,62,87.57
NM,New Mexico,2020-04-15,77,88.43
NM,New Mexico,2020-04-16,113,86.86
NM,New Mexico,2020-04-17,114,88.57
NM,New Mexico,2020-04-18,87,89.14
NM,New Mexico,2020-04-19,47,85.71
NM,New Mexico,2020-04-20,126,89.43
NM,New Mexico,2020-04-21,101,95
NM,New Mexico,2020-04-22,138,103.71
NM,New Mexico,2020-04-23,169,111.71
NM,New Mexico,2020-04-24,142,115.71
NM,New Mexico,2020-04-25,139,123.14
NM,New Mexico,2020-04-26,66,125.86
NM,New Mexico,2020-04-27,97,121.71
NM,New Mexico,2020-04-28,151,128.86
NM,New Mexico,2020-04-29,239,143.29
NM,New Mexico,2020-04-30,198,147.43
NM,New Mexico,2020-05-01,102,141.71
NM,New Mexico,2020-05-02,219,153.14
NM,New Mexico,2020-05-03,118,160.57
NM,New Mexico,2020-05-04,181,172.57
NM,New Mexico,2020-05-05,107,166.29
NM,New Mexico,2020-05-06,153,154
NM,New Mexico,2020-05-07,202,154.57
NM,New Mexico,2020-05-08,180,165.71
NM,New Mexico,2020-05-09,105,149.43
NM,New Mexico,2020-05-10,85,144.71
NM,New Mexico,2020-05-11,206,148.29
NM,New Mexico,2020-05-12,143,153.43
NM,New Mexico,2020-05-13,152,153.29
NM,New Mexico,2020-05-14,139,144.29
NM,New Mexico,2020-05-15,159,141.29
NM,New Mexico,2020-05-16,185,152.71
NM,New Mexico,2020-05-17,91,153.57
NM,New Mexico,2020-05-18,158,146.71
NM,New Mexico,2020-05-19,96,140
NM,New Mexico,2020-05-20,125,136.14
NM,New Mexico,2020-05-21,155,138.43
NM,New Mexico,2020-05-22,153,137.57
NM,New Mexico,2020-05-23,170,135.43
NM,New Mexico,2020-05-24,148,143.57
NM,New Mexico,2020-05-25,83,132.86
NM,New Mexico,2020-05-26,104,134
NM,New Mexico,2020-05-27,122,133.57
NM,New Mexico,2020-05-28,112,127.43
NM,New Mexico,2020-05-29,129,124
NM,New Mexico,2020-05-30,131,118.43
NM,New Mexico,2020-05-31,65,106.57
NM,New Mexico,2020-06-01,111,110.57
NM,New Mexico,2020-06-02,224,127.71
NM,New Mexico,2020-06-03,116,126.86
NM,New Mexico,2020-06-04,213,141.29
NM,New Mexico,2020-06-05,319,168.43
NM,New Mexico,2020-06-06,128,168
NM,New Mexico,2020-06-07,140,178.71
NM,New Mexico,2020-06-08,122,180.29
NM,New Mexico,2020-06-09,43,154.43
NM,New Mexico,2020-06-10,145,158.57
NM,New Mexico,2020-06-11,117,144.86
NM,New Mexico,2020-06-12,159,122
NM,New Mexico,2020-06-13,95,117.29
NM,New Mexico,2020-06-14,102,111.86
NM,New Mexico,2020-06-15,122,111.86
NM,New Mexico,2020-06-16,88,118.29
NM,New Mexico,2020-06-17,132,116.43
NM,New Mexico,2020-06-18,88,112.29
NM,New Mexico,2020-06-19,107,104.86
NM,New Mexico,2020-06-20,170,115.57
NM,New Mexico,2020-06-21,135,120.29
NM,New Mexico,2020-06-22,129,121.29
NM,New Mexico,2020-06-23,144,129.29
NM,New Mexico,2020-06-24,152,132.14
NM,New Mexico,2020-06-25,202,148.43
NM,New Mexico,2020-06-26,216,164
NM,New Mexico,2020-06-27,211,169.86
NM,New Mexico,2020-06-28,190,177.71
NM,New Mexico,2020-06-29,173,184
NM,New Mexico,2020-06-30,165,187
NM,New Mexico,2020-07-01,129,183.71
NM,New Mexico,2020-07-02,244,189.71
NM,New Mexico,2020-07-03,256,195.43
NM,New Mexico,2020-07-04,287,206.29
NM,New Mexico,2020-07-05,193,206.71
NM,New Mexico,2020-07-06,251,217.86
NM,New Mexico,2020-07-07,220,225.71
NM,New Mexico,2020-07-08,290,248.71
NM,New Mexico,2020-07-09,234,247.29
NM,New Mexico,2020-07-10,298,253.29
NM,New Mexico,2020-07-11,224,244.29
NM,New Mexico,2020-07-12,255,253.14
NM,New Mexico,2020-07-13,263,254.86
NM,New Mexico,2020-07-14,223,255.29
NM,New Mexico,2020-07-15,327,260.57
NM,New Mexico,2020-07-16,297,269.57
NM,New Mexico,2020-07-17,318,272.43
NM,New Mexico,2020-07-18,280,280.43
NM,New Mexico,2020-07-19,235,277.57
NM,New Mexico,2020-07-20,244,274.86
NM,New Mexico,2020-07-21,302,286.14
NM,New Mexico,2020-07-22,311,283.86
NM,New Mexico,2020-07-23,335,289.29
NM,New Mexico,2020-07-24,312,288.43
NM,New Mexico,2020-07-25,313,293.14
NM,New Mexico,2020-07-26,254,295.86
NM,New Mexico,2020-07-27,460,326.71
NM,New Mexico,2020-07-28,289,324.86
NM,New Mexico,2020-07-29,345,329.71
NM,New Mexico,2020-07-30,252,317.86
NM,New Mexico,2020-07-31,212,303.57
NM,New Mexico,2020-08-01,196,286.86
NM,New Mexico,2020-08-02,220,282
NM,New Mexico,2020-08-03,114,232.57
NM,New Mexico,2020-08-04,210,221.29
NM,New Mexico,2020-08-05,226,204.29
NM,New Mexico,2020-08-06,207,197.86
NM,New Mexico,2020-08-07,192,195
NM,New Mexico,2020-08-08,150,188.43
NM,New Mexico,2020-08-09,200,185.57
NM,New Mexico,2020-08-10,129,187.71
NM,New Mexico,2020-08-11,199,186.14
NM,New Mexico,2020-08-12,173,178.57
NM,New Mexico,2020-08-13,171,173.43
NM,New Mexico,2020-08-14,173,170.71
NM,New Mexico,2020-08-15,142,169.57
NM,New Mexico,2020-08-16,106,156.14
NM,New Mexico,2020-08-17,92,150.86
NM,New Mexico,2020-08-18,79,133.71
NM,New Mexico,2020-08-19,170,133.29
NM,New Mexico,2020-08-20,202,137.71
NM,New Mexico,2020-08-21,144,133.57
NM,New Mexico,2020-08-22,207,142.86
NM,New Mexico,2020-08-23,94,141.14
NM,New Mexico,2020-08-24,73,138.43
NM,New Mexico,2020-08-25,66,136.57
NM,New Mexico,2020-08-26,197,140.43
NM,New Mexico,2020-08-27,188,138.43
NM,New Mexico,2020-08-28,122,135.29
NM,New Mexico,2020-08-29,136,125.14
NM,New Mexico,2020-08-30,105,126.71
NM,New Mexico,2020-08-31,69,126.14
NM,New Mexico,2020-09-01,108,132.14
NM,New Mexico,2020-09-02,152,125.71
NM,New Mexico,2020-09-03,200,127.43
NM,New Mexico,2020-09-04,90,122.86
NM,New Mexico,2020-09-05,146,124.29
NM,New Mexico,2020-09-06,59,117.71
NM,New Mexico,2020-09-07,37,113.14
NM,New Mexico,2020-09-08,37,103
NM,New Mexico,2020-09-09,87,93.71
NM,New Mexico,2020-09-10,161,88.14
NM,New Mexico,2020-09-11,134,94.43
NM,New Mexico,2020-09-12,98,87.57
NM,New Mexico,2020-09-13,100,93.43
NM,New Mexico,2020-09-14,81,99.71
NM,New Mexico,2020-09-15,81,106
NM,New Mexico,2020-09-16,118,110.43
NM,New Mexico,2020-09-17,158,110
NM,New Mexico,2020-09-18,151,112.43
NM,New Mexico,2020-09-19,162,121.57
NM,New Mexico,2020-09-20,67,116.86
NM,New Mexico,2020-09-21,104,120.14
NM,New Mexico,2020-09-22,107,123.86
NM,New Mexico,2020-09-23,197,135.14
NM,New Mexico,2020-09-24,237,146.43
NM,New Mexico,2020-09-25,263,162.43
NM,New Mexico,2020-09-26,205,168.57
NM,New Mexico,2020-09-27,152,180.71
NM,New Mexico,2020-09-28,141,186
NM,New Mexico,2020-09-29,172,195.29
NM,New Mexico,2020-09-30,278,206.86
NM,New Mexico,2020-10-01,226,205.29
NM,New Mexico,2020-10-02,339,216.14
NM,New Mexico,2020-10-03,296,229.14
NM,New Mexico,2020-10-04,181,233.29
NM,New Mexico,2020-10-05,155,235.29
NM,New Mexico,2020-10-06,315,255.71
NM,New Mexico,2020-10-07,425,276.71
NM,New Mexico,2020-10-08,384,299.29
NM,New Mexico,2020-10-09,485,320.14
NM,New Mexico,2020-10-10,481,346.57
NM,New Mexico,2020-10-11,261,358
NM,New Mexico,2020-10-12,379,390
NM,New Mexico,2020-10-13,351,395.14
NM,New Mexico,2020-10-14,577,416.86
NM,New Mexico,2020-10-15,668,457.43
NM,New Mexico,2020-10-16,812,504.14
NM,New Mexico,2020-10-17,573,517.29
NM,New Mexico,2020-10-18,445,543.57
NM,New Mexico,2020-10-19,514,562.86
NM,New Mexico,2020-10-20,594,597.57
NM,New Mexico,2020-10-21,819,632.14
NM,New Mexico,2020-10-22,662,631.29
NM,New Mexico,2020-10-23,791,628.29
NM,New Mexico,2020-10-24,872,671
NM,New Mexico,2020-10-25,823,725
NM,New Mexico,2020-10-26,723,754.86
NM,New Mexico,2020-10-27,583,753.29
NM,New Mexico,2020-10-28,657,730.14
NM,New Mexico,2020-10-29,1078,789.57
NM,New Mexico,2020-10-30,1005,820.14
NM,New Mexico,2020-10-31,581,778.57
NM,New Mexico,2020-11-01,742,767
NM,New Mexico,2020-11-02,872,788.29
NM,New Mexico,2020-11-03,1136,867.29
NM,New Mexico,2020-11-04,1011,917.86
NM,New Mexico,2020-11-05,859,886.57
NM,New Mexico,2020-11-06,1284,926.43
NM,New Mexico,2020-11-07,1277,1025.86
NM,New Mexico,2020-11-08,1210,1092.71
NM,New Mexico,2020-11-09,1408,1169.29
NM,New Mexico,2020-11-10,1258,1186.71
NM,New Mexico,2020-11-11,1487,1254.71
NM,New Mexico,2020-11-12,1742,1380.86
NM,New Mexico,2020-11-13,1230,1373.14
NM,New Mexico,2020-11-14,1165,1357.14
NM,New Mexico,2020-11-15,1030,1331.43
NM,New Mexico,2020-11-16,1253,1309.29
NM,New Mexico,2020-11-17,2105,1430.29
NM,New Mexico,2020-11-18,2892,1631
NM,New Mexico,2020-11-19,3665,1905.71
NM,New Mexico,2020-11-20,2982,2156
NM,New Mexico,2020-11-21,2342,2324.14
NM,New Mexico,2020-11-22,2456,2527.86
NM,New Mexico,2020-11-23,2252,2670.57
NM,New Mexico,2020-11-24,2099,2669.71
NM,New Mexico,2020-11-25,1855,2521.57
NM,New Mexico,2020-11-26,1694,2240
NM,New Mexico,2020-11-27,2056,2107.71
NM,New Mexico,2020-11-28,2130,2077.43
NM,New Mexico,2020-11-29,1435,1931.57
NM,New Mexico,2020-11-30,1678,1849.57
NM,New Mexico,2020-12-01,2324,1881.71
NM,New Mexico,2020-12-02,1544,1837.29
NM,New Mexico,2020-12-03,1899,1866.57
NM,New Mexico,2020-12-04,2073,1869
NM,New Mexico,2020-12-05,1921,1839.14
NM,New Mexico,2020-12-06,1232,1810.14
NM,New Mexico,2020-12-07,1859,1836
NM,New Mexico,2020-12-08,0,1504
NM,New Mexico,2020-12-09,3003,1712.43
NM,New Mexico,2020-12-10,1781,1695.57
NM,New Mexico,2020-12-11,1834,1661.43
NM,New Mexico,2020-12-12,1793,1643.14
NM,New Mexico,2020-12-13,1442,1673.14
NM,New Mexico,2020-12-14,1499,1621.71
NM,New Mexico,2020-12-15,1258,1801.43
NM,New Mexico,2020-12-16,1800,1629.57
NM,New Mexico,2020-12-17,1688,1616.29
NM,New Mexico,2020-12-18,1455,1562.14
NM,New Mexico,2020-12-19,1430,1510.29
NM,New Mexico,2020-12-20,1063,1456.14
NM,New Mexico,2020-12-21,815,1358.43
NM,New Mexico,2020-12-22,1267,1359.71
NM,New Mexico,2020-12-23,1167,1269.29
NM,New Mexico,2020-12-24,1924,1303
NM,New Mexico,2020-12-25,1456,1303.14
NM,New Mexico,2020-12-26,604,1185.14
NM,New Mexico,2020-12-27,742,1139.29
NM,New Mexico,2020-12-28,691,1121.57
NM,New Mexico,2020-12-29,1216,1114.29
NM,New Mexico,2020-12-30,1311,1134.86
NM,New Mexico,2020-12-31,1678,1099.71
NM,New Mexico,2021-01-01,1278,1074.29
NM,New Mexico,2021-01-02,1237,1164.71
NM,New Mexico,2021-01-03,1015,1203.71
NM,New Mexico,2021-01-04,921,1236.57
NM,New Mexico,2021-01-05,1184,1232
NM,New Mexico,2021-01-06,1485,1256.86
NM,New Mexico,2021-01-07,1835,1279.29
NM,New Mexico,2021-01-08,1637,1330.57
NM,New Mexico,2021-01-09,1498,1367.86
NM,New Mexico,2021-01-10,1203,1394.71
NM,New Mexico,2021-01-11,930,1396
NM,New Mexico,2021-01-12,887,1353.57
NM,New Mexico,2021-01-13,1145,1305
NM,New Mexico,2021-01-14,1424,1246.29
NM,New Mexico,2021-01-15,1262,1192.71
NM,New Mexico,2021-01-16,1088,1134.14
NM,New Mexico,2021-01-17,744,1068.57
NM,New Mexico,2021-01-18,626,1025.14
NM,New Mexico,2021-01-19,691,997.14
NM,New Mexico,2021-01-20,881,959.43
NM,New Mexico,2021-01-21,988,897.14
NM,New Mexico,2021-01-22,908,846.57
NM,New Mexico,2021-01-23,848,812.29
NM,New Mexico,2021-01-24,626,795.43
NM,New Mexico,2021-01-25,491,776.14
NM,New Mexico,2021-01-26,600,763.14
NM,New Mexico,2021-01-27,751,744.57
NM,New Mexico,2021-01-28,672,699.43
NM,New Mexico,2021-01-29,1079,723.86
NM,New Mexico,2021-01-30,741,708.57
NM,New Mexico,2021-01-31,525,694.14
NM,New Mexico,2021-02-01,486,693.43
NM,New Mexico,2021-02-02,432,669.43
NM,New Mexico,2021-02-03,670,657.86
NM,New Mexico,2021-02-04,559,641.71
NM,New Mexico,2021-02-05,582,570.71
NM,New Mexico,2021-02-06,421,525
NM,New Mexico,2021-02-07,342,498.86
NM,New Mexico,2021-02-08,311,473.86
NM,New Mexico,2021-02-09,413,471.14
NM,New Mexico,2021-02-10,510,448.29
NM,New Mexico,2021-02-11,533,444.57
NM,New Mexico,2021-02-12,401,418.71
NM,New Mexico,2021-02-13,565,439.29
NM,New Mexico,2021-02-14,282,430.71
NM,New Mexico,2021-02-15,190,413.43
NM,New Mexico,2021-02-16,299,397.14
NM,New Mexico,2021-02-17,272,363.14
NM,New Mexico,2021-02-18,407,345.14
NM,New Mexico,2021-02-19,311,332.29
NM,New Mexico,2021-02-20,425,312.29
NM,New Mexico,2021-02-21,314,316.86
NM,New Mexico,2021-02-22,234,323.14
NM,New Mexico,2021-02-23,312,325
NM,New Mexico,2021-02-24,446,349.86
NM,New Mexico,2021-02-25,299,334.43
NM,New Mexico,2021-02-26,656,383.71
NM,New Mexico,2021-02-27,152,344.71
NM,New Mexico,2021-02-28,244,334.71
NM,New Mexico,2021-03-01,165,324.86
NM,New Mexico,2021-03-02,245,315.29
NM,New Mexico,2021-03-03,356,302.43
NM,New Mexico,2021-03-04,258,296.57
NM,New Mexico,2021-03-05,304,246.29
NM,New Mexico,2021-03-06,282,264.86
NM,New Mexico,2021-03-07,180,255.71
NM,New Mexico,2021-03-08,118,249
NM,New Mexico,2021-03-09,198,242.29
NM,New Mexico,2021-03-10,249,227
NM,New Mexico,2021-03-11,233,223.43
NM,New Mexico,2021-03-12,264,217.71
NM,New Mexico,2021-03-13,183,203.57
NM,New Mexico,2021-03-14,144,198.43
NM,New Mexico,2021-03-15,177,206.86
NM,New Mexico,2021-03-16,176,203.71
NM,New Mexico,2021-03-17,243,202.86
NM,New Mexico,2021-03-18,251,205.43
NM,New Mexico,2021-03-19,216,198.57
NM,New Mexico,2021-03-20,186,199
NM,New Mexico,2021-03-21,171,202.86
NM,New Mexico,2021-03-22,162,200.71
NM,New Mexico,2021-03-23,171,200
NM,New Mexico,2021-03-24,211,195.43
NM,New Mexico,2021-03-25,216,190.43
NM,New Mexico,2021-03-26,225,191.71
NM,New Mexico,2021-03-27,171,189.57
NM,New Mexico,2021-03-28,161,188.14
NM,New Mexico,2021-03-29,182,191
NM,New Mexico,2021-03-30,147,187.57
NM,New Mexico,2021-03-31,275,196.71
NM,New Mexico,2021-04-01,293,207.71
NM,New Mexico,2021-04-02,207,205.14
NM,New Mexico,2021-04-03,0,180.71
NM,New Mexico,2021-04-04,0,157.71
NM,New Mexico,2021-04-05,443,195
NM,New Mexico,2021-04-06,178,199.43
NM,New Mexico,2021-04-07,216,191
NM,New Mexico,2021-04-08,258,186
NM,New Mexico,2021-04-09,121,173.71
